reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
51fd4db0-8bf1-41ea-b60e-f8105238910d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"wah kecewa berat gw, gw udah check in tiap hari pas udah di ujung check in tiba2 blibli katanya error, pas gw buka 2 jam kemudian gw check in tiba2 jadi hari 1 fix bintang loe juga jadi 1",1,1,12.7.0,2025-09-10 05:11:28,"Halo kak Queen mohon maaf terkait kendalanya. Kami ingin mendengar lebih detail terkait hal tersebut sehingga Blibli bisa memperbaiki pelayanan kami menjadi lebih baik lagi. Kakak bisa menghubungi kami di 08041871871, email customer.care@blibli.com, Facebook Blibli.com, X @BlibliCare atau Live Chat. Stay safe and stay healthy kak! -Amir",2025-09-12 17:09:35,12.7.0
0617c906-e561-404f-b18d-daf92b4ad1ae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Baru pertama order sudah sangat kecewa. Pakai pengiriman instant sampai ganti hari, barang belum sampai. Pihak blibli hanya menyuruh untuk menunggu. Tokonya dihubungi juga tidak merespon. Sangat kecewa dengan aplikasi ini!!!",1,4,12.7.0,2025-09-10 02:35:20,Halo kak Nayuli mohon maaf terkait pengalaman yang kurang berkenan. Kami ingin mendengar lebih detail terkait hal tersebut sehingga Blibli bisa memperbaiki pelayanan kami menjadi lebih baik lagi. Kakak bisa menghubungi kami di 0804 1 871 871 atau email ke customer.care@blibli.com atau Live Chat kami. Stay safe and stay healthy kak! - Omesh,2025-09-16 18:12:39,12.7.0
c0839634-728c-44b9-8302-a8841175082d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"najis bngt beli di blibli lagi, ikutan flash sale iphone stengah harga ternyata stock nya di kosongin parah bner emang ngapain ngadain promo klo cmn penipuan ! mnding balik lagi ke shopee sorry ya blibli bikin kecewa !!",1,0,,2025-09-09 08:04:41,"Halo kak Alfaresza mohon maaf terkait transaksinya. Kami ingin mendengar lebih detail terkait hal tersebut sehingga Blibli bisa memperbaiki pelayanan kami menjadi lebih baik lagi. Kakak bisa menghubungi kami di 08041871871, email customer.care@blibli.com, Facebook Blibli.com, X @BlibliCare atau Live Chat. Stay safe and stay healthy kak! -Amir",2025-09-12 17:07:01,
7bae86da-014d-4f05-86b3-b67a0c97ecc8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"waktu co terlalu mepet 1 jam, marketplace lain 24 jam 🤬",1,0,12.7.0,2025-09-09 06:20:19,Halo kak ustman husain mohon maaf terkait pengalaman durasi pembayaran. Kami ingin mendengar lebih detail terkait hal tersebut sehingga Blibli bisa memperbaiki pelayanan kami menjadi lebih baik lagi. Kakak bisa menghubungi kami di 0804 1 871 871 atau email ke customer.care@blibli.com atau Live Chat kami. Stay safe and stay healthy kak! - Omesh,2025-09-16 18:02:55,12.7.0
eb5d5017-1fba-40e8-8fb2-fd9f952a454c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"log in nya aneh,lemot pula",1,0,,2025-09-08 17:24:44,Halo kak mohon maaf atas pengalaman belanja yang kurang menyenangkan. Kami ingin mendengar lebih detail terkait hal tersebut sehingga Blibli bisa memperbaiki pelayanan kami menjadi lebih baik lagi. Kakak bisa menghubungi kami di 0804 1 871 871 atau email ke customer.care@blibli.com atau Live Chat kami. Stay safe and stay healthy kak! - Moses,2025-09-08 17:48:21,
c5828345-cee3-4c09-8dd6-d66afb2022e7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ganti namanya jd bliblicare cm ke seller, consumercare jd sellercare krn yg utama & selalu bener seller. suruh seller yg belanja aja....tagline nya mesti diganti jd seller yg nomor 1.... krn jika ada kesalahan selalu konsumen yg disalahkan seller ga pernah salah...... jawabannya selalu seller seller seller bla bla bla selalu benar..... komplainan soal penjual nakal selalu jawabannya seller bicara.... omongan seller berharga bgt. kecewa makin ga respect bgt sama blibli",1,2,12.7.0,2025-09-08 11:45:47,Halo kak Kepo mohon maaf atas pengalaman belanja yang kurang menyenangkan. Kami ingin mendengar lebih detail terkait hal tersebut sehingga Blibli bisa memperbaiki pelayanan kami menjadi lebih baik lagi. Kakak bisa menghubungi kami di 0804 1 871 871 atau email ke customer.care@blibli.com atau Live Chat kami. Stay safe and stay healthy kak! - Voni,2025-09-11 02:35:42,12.7.0
9b6f756f-c5cd-49d6-8565-a7ee6748b2f2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kasih opsi untuk stop dapat email tentang voucher dong, masa ga bisa dimatikan, aneh banget. Email tuh cukup transaksi aja. Btw, saya sudah hubungi CS Blibli di X, katanya emang ga bisa dimatikan, kalau dimatikan nanti ga dapat email transaksi, kan aneh 🙃",1,11,12.7.0,2025-09-08 01:19:55,"Halo kak Yusuf mohon maaf terkait notifikasinya. Kami ingin mendengar lebih detail terkait hal tersebut sehingga Blibli bisa memperbaiki pelayanan kami menjadi lebih baik lagi. Kakak bisa menghubungi kami di 08041871871, email customer.care@blibli.com, Facebook Blibli.com, X @BlibliCare atau Live Chat. Stay safe and stay healthy kak! -voni",2025-09-11 02:33:27,12.7.0
53c7c87a-1a24-43c9-af0e-abc0d2b22746,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"barangnya mahal mahal 😅🤣 bisa 2x sampe 3x harga dari oren dan ijo,bahkan tektok,tp ngklam harga paling murah,kocak",1,2,12.7.0,2025-09-07 21:22:40,Halo kak shamba mohon maaf perihal harga produk yang kurang menyenangkan. Kami ingin mendengar lebih detail terkait hal tersebut sehingga Blibli bisa memperbaiki pelayanan kami menjadi lebih baik lagi. Kakak bisa menghubungi kami di 0804 1 871 871 atau email ke customer.care@blibli.com atau Live Chat kami. Stay safe and stay healthy kak! - Voni,2025-09-07 21:39:30,12.7.0
2b83c249-a3e1-4ea1-86cc-e773648dd573,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi belanja dungu. pantas sepi. mau batalin pesanan aja ga dibolehin, ga boleh kah kita salah pencet?",1,0,12.7.0,2025-09-06 19:40:08,Halo kak Riris ! mohon maaf terkait pengalaman yang kurang berkenan. Kami ingin mendengar lebih detail terkait hal tersebut sehingga Blibli bisa memperbaiki pelayanan kami menjadi lebih baik lagi. Kakak bisa menghubungi kami di 0804 1 871 871 atau email ke customer.care@blibli.com atau Live Chat kami. Stay safe and stay healthy kak! - Omesh,2025-09-06 20:15:21,12.7.0
5ccfbfca-e401-4839-b80e-3da53c95185a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"baru juga install ini apk malah gajelas pas mau belanja, sudah pesan tapi gada ukuran, mau di batalkan tapi ga bisa. terus gimana tu cara nya kalau mau batalkan, rugi udah transfer",2,2,12.7.0,2025-09-06 12:03:22,Halo kak Lorde mohon maaf atas pengalaman belanja yang kurang menyenangkan. Kami ingin mendengar lebih detail terkait hal tersebut sehingga Blibli bisa memperbaiki pelayanan kami menjadi lebih baik lagi. Kakak bisa menghubungi kami di 0804 1 871 871 atau email ke customer.care@blibli.com atau Live Chat kami. Stay safe and stay healthy kak! -Hanaya,2025-09-06 12:36:38,12.7.0
1a0130d1-ea39-48c2-b355-da42ab05fd30,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong toko penipu di hapusan pea niat gk si lu,1,0,12.7.0,2025-09-06 11:19:52,Halo kak Faqih mohon maaf atas pengalaman belanja yang kurang menyenangkan. Kami ingin mendengar lebih detail terkait hal tersebut sehingga Blibli bisa memperbaiki pelayanan kami menjadi lebih baik lagi. Kakak bisa menghubungi kami di 0804 1 871 871 atau email ke customer.care@blibli.com atau Live Chat kami. Stay safe and stay healthy kak! -Hanaya,2025-09-06 11:40:29,12.7.0
9d6a28fe-aead-4ba1-ae49-6ff092a5c848,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"klo gak suka atas laporan saya di chat , gak usah bikin laporan buat blokir whatsapp saya. parah ini apk , whatsapp gw sampe kna laporan spam. bgst",1,0,12.7.0,2025-09-06 10:59:31,Halo kak Arief Elfamouse mohon maaf terkait kendala yang Kakak alami. Kami ingin mendengar lebih detail terkait hal tersebut sehingga Blibli bisa memperbaiki pelayanan kami menjadi lebih baik lagi. Kakak bisa menghubungi kami di 0804 1 871 871 atau email ke customer.care@blibli.com atau Live Chat kami. Stay safe and stay healthy kak! - Hanaya,2025-09-06 11:34:54,12.7.0
7d8c899e-2104-4e59-aaeb-f43042ed465c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,jelek sudah 2 kali pengajuan paylater namun di tolak terus ngapain ada paylater jika susah di acc,1,0,,2025-09-06 09:23:29,Halo kak Saleha mohon maaf atas perihal pengajuan paylater yg kurang menyenangkan. Kami ingin mendengar lebih detail terkait hal tersebut sehingga Blibli bisa memperbaiki pelayanan kami menjadi lebih baik lagi. Kakak bisa menghubungi kami di 08041871871 atau email ke customer.care@blibli.com atau Live Chat kami. Stay safe and stay healthy kak!-Voni,2025-09-06 09:36:09,
d6cabcf6-ebbd-4436-a079-1f32f4df8dcb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi gak jelas. pesan barang instan malah samapi molor. Chat ke Adminnya mau batalkan pesanan malah gak bisa. Padahal tadinya tombol batalkan pesan masih bisa. pas dichat malah udah gak aktif lagi tombolnya.,1,0,,2025-09-06 07:26:43,Halo kak mohon maaf atas pengalaman belanja yang kurang menyenangkan. Kami ingin mendengar lebih detail terkait hal tersebut sehingga Blibli bisa memperbaiki pelayanan kami menjadi lebih baik lagi. Kakak bisa menghubungi kami di 0804 1 871 871 atau email ke customer.care@blibli.com atau Live Chat kami. Stay safe and stay healthy kak! - Hanaya,2025-09-06 07:56:09,
6b1bd595-2880-4ac7-8f9d-41313faa4d72,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Batalin produk aja susah banget, tulisannya. ""Maaf, ada sedikit gangguan di sistem kami. Coba lagi, yuk."" tapi di coba terus ga bisa aduin ke cs ga bisa bantu, di maki² baru buat laporan, CS nya namanya Jesy. Sistem kuno dan broken, Cs ga membantu, ga ada solusi. Kalah sama Shopee yang siap tanggap. kalo ada bintang 0 gw kasih nintang 0, kalo perlu minus. CS Erika ga ada bantuan sama sekali, ga guna",1,12,12.7.0,2025-09-05 11:45:53,Halo kak Awang Ramadhan mohon maaf terkait pengalaman yang kurang berkenan. Kami ingin mendengar lebih detail terkait hal tersebut sehingga Blibli bisa memperbaiki pelayanan kami menjadi lebih baik lagi. Kakak bisa menghubungi kami di 0804 1 871 871 atau email ke customer.care@blibli.com atau Live Chat kami. Stay safe and stay healthy kak! - Omesh,2025-09-14 10:57:16,12.7.0
abf2e24c-05c9-46e2-ac57-f4dc7499978c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ketemuan aja ayok gw tonjok aslii, mau beli pulsa gabisa duit bukannya di balikin malah di jadiin saldo bli"" mana gabisa di tarik",1,0,12.7.0,2025-09-05 10:45:48,Halo kak Hikari mohon maaf atas pengalaman belanja yang kurang menyenangkan. Kami ingin mendengar lebih detail terkait hal tersebut sehingga Blibli bisa memperbaiki pelayanan kami menjadi lebih baik lagi. Kakak bisa menghubungi kami di 0804 1 871 871 atau email ke customer.care@blibli.com atau Live Chat kami. Stay safe and stay healthy kak! - Voni,2025-09-05 11:16:14,12.7.0
06a20496-35fd-457d-ac58-c3e26bfe13e7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tidak bisa update versi terbaru dengan tulisan ponsel tidak kompetible,1,1,12.6.0,2025-09-05 05:48:43,Halo kak Umairoh Zahira ! mohon maaf terkait aplikasi yang kurang berkenan. Kami ingin mendengar lebih detail terkait hal tersebut sehingga Blibli bisa memperbaiki pelayanan kami menjadi lebih baik lagi. Kakak bisa menghubungi kami di 0804 1 871 871 atau email ke customer.care@blibli.com atau Live Chat kami. Stay safe and stay healthy kak! - Omesh,2025-09-06 20:13:30,12.6.0
0aca4fa3-3d70-4afd-89f3-4f5dd1137269,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apk gak recomendded..punya promo belum di pakai kok hilang sendiri...tanggal promo akhir nya padahal tgl 31 desember 2025...👎👎👎,1,0,10.7.0,2025-09-05 03:19:14,Halo kak! mohon maaf terkait promo di blibli yang kurang berkenan. Kami ingin mendengar lebih detail terkait hal tersebut sehingga Blibli bisa memperbaiki pelayanan kami menjadi lebih baik lagi. Kakak bisa menghubungi kami di 0804 1 871 871 atau email ke customer.care@blibli.com atau Live Chat kami. Happy Shopping! /Dhea,2025-09-05 03:34:05,10.7.0
